RK,PLAYER NAME,TEAM,POS,BEST,WORST,AVG.,STD.DEV,PROJ,POS_RK,ND,ADD
1,Josh Allen,BUF,QB1,1,2,1.2,0.4,35.63,1,33.24,Josh Allen
2,Jalen Hurts,PHI,QB2,2,6,3.2,1.5,31.25,2,29.63,Jalen Hurts
3,Puka Nacua,LAR,WR1,4,4,4,0,38.76,1,31.65,Puka Nacua
4,Jayden Daniels,WAS,QB3,2,7,4.5,1.4,28.80,3,27.68,Jayden Daniels
5,Christian McCaffrey,SF,RB1,3,11,4.8,2.7,33.72,1,29.90,Christian McCaffrey
6,Bijan Robinson,ATL,RB2,3,11,6.4,2.3,28.43,2,26.70,Bijan Robinson
7,Patrick Mahomes II,KC,QB4,5,10,7.2,1.6,26.67,4,26.25,Patrick Mahomes II
8,Drake Maye,NE,QB5,5,13,8,2.3,25.35,5,25.09,Drake Maye
9,Jonathan Taylor,IND,RB3,8,9,8.6,0.5,26.51,3,24.99,Jonathan Taylor
10,Justin Herbert,LAC,QB6,8,13,10.8,1.4,24.07,6,24.09,Justin Herbert
11,Jahmyr Gibbs,DET,RB4,6,16,11,2.5,24.67,4,23.75,Jahmyr Gibbs
12,Dak Prescott,DAL,QB7,10,17,13,2,22.93,7,23.20,Dak Prescott
13,Baker Mayfield,TB,QB8,10,18,13.4,2.1,22.07,8,22.38,Baker Mayfield
14,Caleb Williams,CHI,QB9,8,18,14.9,2.8,21.55,9,21.62,Caleb Williams
15,Jordan Love,GB,QB10,9,18,15.1,3,20.62,10,20.91,Jordan Love
16,Josh Jacobs,GB,RB5,11,19,15.1,1.8,23.51,5,22.76,Josh Jacobs
17,Matthew Stafford,LAR,QB11,14,23,18.3,2.8,19.73,11,20.22,Matthew Stafford
18,Amon-Ra St. Brown,DET,WR2,16,25,19.2,4.2,30.72,2,28.42,Amon-Ra St. Brown
19,Daniel Jones,IND,QB12,14,22,19.3,2.5,19.06,12,19.56,Daniel Jones
20,De'Von Achane,MIA,RB6,15,28,21.1,4.2,22.10,6,21.92,De'Von Achane
21,Jaxon Smith-Njigba,SEA,WR3,16,25,21.6,4.1,28.84,3,26.72,Jaxon Smith-Njigba
22,Bo Nix,DEN,QB13,18,24,21.7,1.8,18.44,13,18.91,Bo Nix
23,Justin Fields,NYJ,QB14,14,24,21.8,2.5,17.67,14,18.28,Justin Fields
24,Javonte Williams,DAL,RB7,19,28,22.1,3.7,21.20,7,21.18,Javonte Williams
25,Jared Goff,DET,QB15,23,26,24.3,1.1,16.94,15,17.65,Jared Goff
26,Sam Darnold,SEA,QB16,23,30,26.8,2,16.25,16,17.03,Sam Darnold
27,James Cook,BUF,RB8,20,33,27.2,4.6,20.04,8,20.51,James Cook
28,Kyler Murray,ARI,QB17,25,30,27.4,1.4,15.73,17,16.40,Kyler Murray
29,Bryce Young,CAR,QB18,26,30,27.9,1.5,15.22,18,15.76,Bryce Young
30,Saquon Barkley,PHI,RB9,20,39,29.8,5.2,19.51,9,19.89,Saquon Barkley
31,Jaxson Dart,NYG,QB19,27,37,31.8,2.6,14.75,19,15.12,Jaxson Dart
32,Drake London,ATL,WR4,33,35,33.3,0.6,26.68,4,25.50,Drake London
33,Michael Penix Jr.,ATL,QB20,31,42,34.8,3.1,13.93,20,14.45,Michael Penix Jr.
34,Ashton Jeanty,LV,RB10,32,41,36.2,3,18.80,10,19.32,Ashton Jeanty
35,Trevor Lawrence,JAC,QB21,30,42,36.6,4,13.27,21,13.77,Trevor Lawrence
36,Kyren Williams,LAR,RB11,31,41,36.6,4,18.15,11,18.77,Kyren Williams
37,Emeka Egbuka,TB,WR5,33,43,36.8,2.9,25.34,5,24.53,Emeka Egbuka
38,Rome Odunze,CHI,WR6,32,42,36.9,2.6,24.26,6,23.71,Rome Odunze
39,Mac Jones,SF,QB22,27,52,37.7,9.2,12.69,22,13.05,Mac Jones
40,Tua Tagovailoa,MIA,QB23,36,51,40.3,4.8,12.02,23,12.29,Tua Tagovailoa
41,Breece Hall,NYJ,RB12,38,44,40.3,2,17.65,12,18.26,Breece Hall
42,Davante Adams,LAR,WR7,40,43,42.3,1.3,23.54,7,23.00,Davante Adams
43,Ja'Marr Chase,CIN,WR8,38,61,45.2,7.5,22.16,8,22.36,Ja'Marr Chase
44,Geno Smith,LV,QB24,41,53,45.5,4.4,11.21,24,11.47,Geno Smith
45,George Pickens,DAL,WR9,38,51,46.1,3.4,21.59,9,21.77,George Pickens
46,Garrett Wilson,NYJ,WR10,40,55,46.3,4,20.98,10,21.23,Garrett Wilson
47,Quinshon Judkins,CLE,RB13,39,56,49.2,6.2,16.97,13,17.77,Quinshon Judkins
48,Rico Dowdle,CAR,RB14,44,55,49.5,4.7,16.11,14,17.29,Rico Dowdle
49,Trey McBride,ARI,TE1,46,67,50.2,7.6,25.51,1,22.92,Trey McBride
50,Deebo Samuel Sr.,WAS,WR11,47,57,50.4,2.6,20.41,11,20.72,Deebo Samuel Sr.
51,Spencer Rattler,NO,QB25,45,54,50.8,3.2,10.35,25,10.57,Spencer Rattler
52,Aaron Rodgers,PIT,QB26,46,57,52,3.9,9.35,26,9.56,Aaron Rodgers
53,Tetairoa McMillan,CAR,WR12,49,58,52.3,2.8,19.90,12,20.25,Tetairoa McMillan
54,Michael Pittman Jr.,IND,WR13,50,58,52.8,3.1,19.24,13,19.79,Michael Pittman Jr.
55,Jaylen Waddle,MIA,WR14,45,59,53.2,5.3,18.85,14,19.36,Jaylen Waddle
56,Xavier Worthy,KC,WR15,49,65,55.8,4.6,18.45,15,18.94,Xavier Worthy
57,Travis Etienne Jr.,JAC,RB15,53,64,59,4.5,15.58,15,16.83,Travis Etienne Jr.
58,Courtland Sutton,DEN,WR16,57,65,59.6,2.1,17.80,16,18.54,Courtland Sutton
59,Quentin Johnston,LAC,WR17,58,64,60.3,1.3,17.11,17,18.15,Quentin Johnston
60,Stefon Diggs,NE,WR18,53,66,60.6,3.6,16.66,18,17.77,Stefon Diggs
61,Rachaad White,TB,RB16,53,68,60.9,4.1,14.94,16,16.38,Rachaad White
62,Keenan Allen,LAC,WR19,61,65,63,1.5,16.38,19,17.40,Keenan Allen
63,Jake Ferguson,DAL,TE2,47,68,63.9,7.1,22.09,2,20.17,Jake Ferguson
64,A.J. Brown,PHI,WR20,57,70,64.1,3.8,15.71,20,17.04,A.J. Brown
65,Cam Skattebo,NYG,RB17,58,74,67.2,4.2,14.46,17,15.94,Cam Skattebo
66,Marvin Harrison Jr.,ARI,WR21,62,72,67.3,2.8,15.41,21,16.69,Marvin Harrison Jr.
67,Jacory Croskey-Merritt,WAS,RB18,64,71,67.7,2.1,13.93,18,15.50,Jacory Croskey-Merritt
68,J.K. Dobbins,DEN,RB19,63,71,67.9,2.7,13.61,19,15.07,J.K. Dobbins
69,Cam Ward,TEN,QB27,52,84,69.5,12.2,7.82,27,8.39,Cam Ward
70,DK Metcalf,PIT,WR22,62,75,71.2,4.7,15.02,22,16.34,DK Metcalf
71,Ladd McConkey,LAC,WR23,69,80,72.9,4.2,14.68,23,15.99,Ladd McConkey
72,Brian Thomas Jr.,JAC,WR24,62,78,73.8,4.2,14.35,24,15.65,Brian Thomas Jr.
73,Chris Olave,NO,WR25,71,84,73.9,3.2,13.93,25,15.31,Chris Olave
74,Jakobi Meyers,LV,WR26,73,76,74.4,1.2,13.64,26,14.97,Jakobi Meyers
75,Derrick Henry,BAL,RB20,69,83,76.2,4.4,12.91,20,14.65,Derrick Henry
76,Dillon Gabriel,CLE,QB28,55,105,78,11.4,6.72,28,6.94,Dillon Gabriel
77,D'Andre Swift,CHI,RB21,71,86,78.4,4.2,12.47,21,14.22,D'Andre Swift
78,Zay Flowers,BAL,WR27,75,86,80.7,2.7,13.26,27,14.64,Zay Flowers
79,DeVonta Smith,PHI,WR28,73,91,80.8,4.9,12.97,28,14.30,DeVonta Smith
80,Kenneth Walker III,SEA,RB22,71,86,81.2,4,12.10,22,13.80,Kenneth Walker III
81,Tyler Warren,IND,TE3,67,93,81.6,8,19.81,3,18.66,Tyler Warren
82,Tucker Kraft,GB,TE4,69,91,83.5,7.2,17.90,4,17.55,Tucker Kraft
83,Jaylen Warren,PIT,RB23,74,102,85.2,7.9,11.65,23,13.38,Jaylen Warren
84,Alvin Kamara,NO,RB24,75,101,85.3,6.8,11.23,24,12.95,Alvin Kamara
85,David Montgomery,DET,RB25,84,90,86.7,2,10.87,25,12.52,David Montgomery
86,Calvin Ridley,TEN,WR29,84,99,88.4,4.3,12.55,29,13.97,Calvin Ridley
87,DJ Moore,CHI,WR30,81,100,88.7,6.2,12.30,30,13.63,DJ Moore
88,Michael Carter,ARI,RB26,81,93,88.8,3.6,10.55,26,12.08,Michael Carter
89,Wan'Dale Robinson,NYG,WR31,83,95,91.5,3,12.08,31,13.30,Wan'Dale Robinson
90,Khalil Shakir,BUF,WR32,87,97,92.3,3.9,11.73,32,12.96,Khalil Shakir
91,Tony Pollard,TEN,RB27,89,109,94.4,5.3,10.19,27,11.64,Tony Pollard
92,Chris Godwin Jr.,TB,WR33,85,99,94.5,4.9,11.33,33,12.62,Chris Godwin Jr.
93,Hunter Henry,NE,TE5,90,114,95.5,5.8,16.45,5,16.65,Hunter Henry
94,Sam LaPorta,DET,TE6,92,103,96.3,3.5,15.50,6,15.87,Sam LaPorta
95,Jameson Williams,DET,WR34,85,107,96.5,6.9,11.02,34,12.27,Jameson Williams
96,Romeo Doubs,GB,WR35,90,104,98.5,3.4,10.73,35,11.92,Romeo Doubs
97,Tee Higgins,CIN,WR36,88,106,99.1,4.7,10.50,36,11.57,Tee Higgins
98,Cooper Rush,BAL,QB29,78,135,100.4,20.9,5.49,29,4.94,Cooper Rush
99,Chase Brown,CIN,RB28,88,113,101.3,6.5,9.67,28,11.18,Chase Brown
100,Rhamondre Stevenson,NE,RB29,91,114,102,7.2,9.49,29,10.71,Rhamondre Stevenson
101,Dalton Kincaid,BUF,TE7,94,111,102.2,3.6,14.49,7,15.16,Dalton Kincaid
102,Travis Kelce,KC,TE8,96,112,103.1,5.5,13.14,8,14.52,Travis Kelce
103,Matthew Golden,GB,WR37,103,109,105.5,1.7,10.20,37,11.21,Matthew Golden
104,TreVeyon Henderson,NE,RB30,99,115,106.6,5.2,9.11,30,10.23,TreVeyon Henderson
105,Tre Tucker,LV,WR38,104,110,106.8,2.2,9.89,38,10.84,Tre Tucker
106,Rashid Shaheed,NO,WR39,104,110,107.3,1.7,9.57,39,10.46,Rashid Shaheed
107,Keon Coleman,BUF,WR40,97,115,109.5,4.5,9.14,40,10.07,Keon Coleman
108,Jauan Jennings,SF,WR41,70,132,109.7,18.1,8.84,41,9.67,Jauan Jennings
109,Darren Waller,MIA,TE9,100,119,110,6.3,12.34,9,13.91,Darren Waller
110,Cooper Kupp,SEA,WR42,106,122,110.3,3.9,8.58,42,9.25,Cooper Kupp
111,Jerry Jeudy,CLE,WR43,107,124,111.3,4.9,8.31,43,8.82,Jerry Jeudy
112,Zach Charbonnet,SEA,RB31,104,120,113.2,4.6,8.58,31,9.72,Zach Charbonnet
113,Darnell Mooney,ATL,WR44,109,126,113.5,6.3,8.05,44,8.37,Darnell Mooney
114,Josh Downs,IND,WR45,107,126,115.5,5.5,7.83,45,7.89,Josh Downs
115,Jake Browning,CIN,QB30,52,303,97.6,70.8,4.71,30,1.10,Jake Browning
116,Kendrick Bourne,SF,WR46,111,131,116.3,5.5,7.50,46,7.39,Kendrick Bourne
117,David Njoku,CLE,TE10,116,127,118.7,2.8,11.90,10,13.33,David Njoku
118,Elic Ayomanor,TEN,WR47,111,124,118.8,4.8,7.21,47,6.85,Elic Ayomanor
119,Dallas Goedert,PHI,TE11,117,125,119.2,2.3,11.45,11,12.77,Dallas Goedert
120,Kareem Hunt,KC,RB32,116,129,120.4,3.9,7.97,32,9.19,Kareem Hunt
121,Kenneth Gainwell,PIT,RB33,116,138,120.6,6,7.57,33,8.63,Kenneth Gainwell
122,Mason Taylor,NYJ,TE12,118,128,121.4,3,10.79,12,12.23,Mason Taylor
123,Troy Franklin,DEN,WR48,110,130,123.3,5.3,6.99,48,6.27,Troy Franklin
124,Marquise Brown,KC,WR49,110,130,125.1,5.3,6.77,49,5.63,Marquise Brown
125,Kyle Pitts Sr.,ATL,TE13,119,131,125.5,4.6,10.39,13,11.69,Kyle Pitts Sr.
126,Zach Ertz,WAS,TE14,121,134,127.1,3.3,9.98,14,11.16,Zach Ertz
127,Isiah Pacheco,KC,RB34,115,139,129.3,6.9,7.35,34,8.04,Isiah Pacheco
128,Harold Fannin Jr.,CLE,TE15,121,136,129.3,5,9.59,15,10.62,Harold Fannin Jr.
129,Travis Hunter,JAC,WR50,119,140,129.3,5.4,6.50,50,4.92,Travis Hunter
130,Isaiah Bond,CLE,WR51,124,142,131.8,4.4,6.19,51,4.11,Isaiah Bond
131,Theo Johnson,NYG,TE16,125,143,134.9,5.5,9.09,16,10.07,Theo Johnson
132,Juwan Johnson,NO,TE17,130,145,135.3,4,8.59,17,9.52,Juwan Johnson
133,Evan Engram,DEN,TE18,134,148,136.6,3.6,8.30,18,8.94,Evan Engram
134,Jake Tonges,SF,TE19,121,148,137.2,7.5,7.83,19,8.34,Jake Tonges
135,RJ Harvey,DEN,RB35,137,148,139.4,3.7,7.14,35,7.40,RJ Harvey
136,Dontayvion Wicks,GB,WR52,130,155,140.4,7.3,5.91,52,3.15,Dontayvion Wicks
137,Justice Hill,BAL,RB36,123,192,141.2,20.2,6.89,36,6.69,Justice Hill
138,Kendre Miller,NO,RB37,139,150,142.5,3.6,6.53,37,5.90,Kendre Miller
139,Ricky Pearsall,SF,WR53,78,173,126.6,26.9,5.70,53,1.95,Ricky Pearsall
140,Marvin Mims Jr.,DEN,WR54,131,150,143.3,5.8,5.34,54,0.29,Marvin Mims Jr.
141,Malik Washington,MIA,WR55,132,148,143.3,5.4,5.11,55,#N/A,Malik Washington
142,Kayshon Boutte,NE,WR56,132,151,143.8,5.3,4.86,56,#N/A,Kayshon Boutte
143,Tory Horton,SEA,WR57,135,150,144.8,3.9,4.54,57,#N/A,Tory Horton
144,AJ Barner,SEA,TE20,143,160,150.5,6.1,7.52,20,7.70,AJ Barner
145,JuJu Smith-Schuster,KC,WR58,144,159,150.7,3.8,4.20,58,#N/A,JuJu Smith-Schuster
146,Tyquan Thornton,KC,WR59,142,156,151.6,4.3,3.82,59,#N/A,Tyquan Thornton
147,Terry McLaurin,WAS,WR60,87,189,151.9,33.1,3.57,60,#N/A,Terry McLaurin
148,Tyler Allgeier,ATL,RB38,141,179,152.3,10.4,6.25,38,4.99,Tyler Allgeier
149,Xavier Legette,CAR,WR61,141,163,153.6,6.4,3.37,61,#N/A,Xavier Legette
150,Demarcus Robinson,SF,WR62,149,169,154.6,5.2,3.11,62,#N/A,Demarcus Robinson
151,Jalen Tolbert,DAL,WR63,143,167,156.2,7.1,2.85,63,#N/A,Jalen Tolbert
152,Hassan Haskins,LAC,RB39,118,204,156.7,30.8,5.99,39,3.88,Hassan Haskins
153,Ryan Flournoy,DAL,WR64,150,168,157.3,6.2,2.63,64,#N/A,Ryan Flournoy
154,Mark Andrews,BAL,TE21,153,164,157.3,2.6,7.28,21,7.00,Mark Andrews
155,Kimani Vidal,LAC,RB40,128,184,157.7,20.6,5.65,40,2.44,Kimani Vidal
156,Bhayshul Tuten,JAC,RB41,140,174,157.7,11.3,5.35,41,0.22,Bhayshul Tuten
157,Blake Corum,LAR,RB42,145,166,158.6,6.8,5.07,42,#N/A,Blake Corum
158,Rashod Bateman,BAL,WR65,153,175,158.8,6.2,2.39,65,#N/A,Rashod Bateman
159,Luke McCaffrey,WAS,WR66,153,186,161.2,8.6,2.16,66,#N/A,Luke McCaffrey
160,Sterling Shepard,TB,WR67,158,167,162.3,2.4,1.96,67,#N/A,Sterling Shepard
161,Emari Demercado,ARI,RB43,159,168,164.5,2.6,4.68,43,#N/A,Emari Demercado
162,Chig Okonkwo,TEN,TE22,149,187,165.9,12.1,6.98,22,6.23,Chig Okonkwo
163,Luther Burden III,CHI,WR68,162,174,166.7,3.5,1.79,68,#N/A,Luther Burden III
164,Colston Loveland,CHI,TE23,149,216,167.3,18.2,6.57,23,5.34,Colston Loveland
165,Brashard Smith,KC,RB44,160,178,167.8,5,4.49,44,#N/A,Brashard Smith
166,Parker Washington,JAC,WR69,151,177,168.3,7.3,1.55,69,#N/A,Parker Washington
167,Dyami Brown,JAC,WR70,165,172,168.8,2.2,1.33,70,#N/A,Dyami Brown
168,Brock Purdy,SF,QB31,46,310,119.1,78.3,4.19,31,#N/A,Brock Purdy
169,Jonnu Smith,PIT,TE24,155,186,169.8,10.3,6.14,24,4.27,Jonnu Smith
170,Tyjae Spears,TEN,RB45,159,179,169.8,5.1,4.15,45,#N/A,Tyjae Spears
171,Taysom Hill,NO,TE25,140,191,170.8,17.8,5.69,25,2.83,Taysom Hill
172,Darius Slayton,NYG,WR71,131,201,158.9,23.9,1.17,71,#N/A,Darius Slayton
173,Joshua Palmer,BUF,WR72,169,182,172.5,3.4,0.99,72,#N/A,Joshua Palmer
174,Chris Rodriguez Jr.,WAS,RB46,165,184,175.4,5.8,3.92,46,#N/A,Chris Rodriguez Jr.
175,Michael Wilson,ARI,WR73,172,181,175.4,2.5,0.77,73,#N/A,Michael Wilson
176,Sean Tucker,TB,RB47,158,193,176.9,7.8,3.70,47,#N/A,Sean Tucker
177,Ollie Gordon II,MIA,RB48,173,184,178.1,3.5,3.46,48,#N/A,Ollie Gordon II
178,Cole Kmet,CHI,TE26,150,190,179.5,11.1,5.28,26,0.35,Cole Kmet
179,Tommy Tremble,CAR,TE27,156,191,180.2,10.3,5.01,27,#N/A,Tommy Tremble
180,Jaylin Lane,WAS,WR74,172,195,181.8,6.8,0.62,74,#N/A,Jaylin Lane
181,Isaiah Davis,NYJ,RB49,170,194,183.8,6.5,3.19,49,#N/A,Isaiah Davis
182,Cade Otton,TB,TE28,170,192,184.3,6,4.70,28,#N/A,Cade Otton
183,Isaac TeSlaa,DET,WR75,172,198,185.3,6.2,0.58,75,#N/A,Isaac TeSlaa
184,Calvin Austin III,PIT,WR76,152,203,185.6,12.7,0.45,76,#N/A,Calvin Austin III
185,Brandin Cooks,NO,WR77,175,201,186.4,9.4,0.04,77,#N/A,Brandin Cooks
186,Brian Robinson Jr.,SF,RB50,173,202,186.6,7.7,3.05,50,#N/A,Brian Robinson Jr.
187,Olamide Zaccheaus,CHI,WR78,171,212,189.8,12.3,0.04,78,#N/A,Olamide Zaccheaus
188,DeAndre Hopkins,BAL,WR79,180,196,189.9,5.7,#N/A,79,#N/A,DeAndre Hopkins
189,Jerome Ford,CLE,RB51,185,209,191.3,6,2.79,51,#N/A,Jerome Ford
190,Pat Freiermuth,PIT,TE29,181,201,191.9,5.4,4.49,29,#N/A,Pat Freiermuth
191,Oronde Gadsden II,LAC,TE30,188,200,192.8,3.9,4.35,30,#N/A,Oronde Gadsden II
192,Jeremy McNichols,WAS,RB52,184,210,192.8,6.4,2.60,52,#N/A,Jeremy McNichols
193,Tutu Atwell,LAR,WR80,175,213,195.1,11.8,#N/A,80,#N/A,Tutu Atwell
194,Hunter Renfrow,CAR,WR81,182,226,196.3,13.4,#N/A,81,#N/A,Hunter Renfrow
